municipi,any_dirce,total_empreses,empreses_g_i,any_pob,poblacio,gi_per_1000hab,index_capacitat
Utrera,2025,2741,1193.0,2025,52403,22.76587218289029,33.89222966021367
Valencina de la Concepción,2025,723,243.0,2025,8050,30.186335403726705,30.40545612318153
Villamanrique de la Condesa,2025,191,97.0,2025,4694,20.664678312739667,
Villanueva del Ariscal,2025,355,126.0,2025,6965,18.09045226130653,13.241626349100287
Villanueva del Río y Minas,2025,141,76.0,2025,5073,14.9812734082397,6.462925066532211
Villanueva de San Juan,2025,34,22.0,2025,986,22.31237322515213,
Villaverde del Río,2025,426,179.0,2025,7885,22.701331642358912,20.492496744771938
"Viso del Alcor, El",2025,1309,598.0,2025,19458,30.73286052009456,37.30214902415466
Cañada Rosal,2025,161,79.0,2025,3481,22.694627980465384,
Isla Mayor,2025,250,122.0,2025,5748,21.224773834377174,16.26617732384038
"Cuervo de Sevilla, El",2025,642,369.0,2025,8783,42.012979619719914,45.60976871645023
Abejar,2025,27,,2025,287,,
Adradas,2025,7,,2025,65,,
Ágreda,2025,189,68.0,2025,3133,21.704436642195976,
Alconaba,2025,11,,2025,198,,
Alcubilla de Avellaneda,2025,4,,2025,111,,
Alcubilla de las Peñas,2025,8,,2025,61,,
Aldealafuente,2025,4,,2025,85,,
Almajano,2025,15,,2025,179,,
Almaluez,2025,5,,2025,113,,
Almarza,2025,33,,2025,601,,
Almazán,2025,335,126.0,2025,5544,22.727272727272727,18.051517012480133
Almenar de Soria,2025,10,,2025,233,,
Arancón,2025,6,,2025,73,,
Arcos de Jalón,2025,101,41.0,2025,1531,26.779882429784458,
Arévalo de la Sierra,2025,4,,2025,71,,
Ausejo de la Sierra,2025,8,,2025,113,,
Barca,2025,4,,2025,116,,
Bayubas de Abajo,2025,5,,2025,148,,
Berlanga de Duero,2025,58,,2025,810,,
Borobia,2025,12,,2025,218,,
Buitrago,2025,4,,2025,68,,
Burgo de Osma-Ciudad de Osma,2025,322,126.0,2025,5283,23.85008517887564,19.21623865036355
Cabrejas del Pinar,2025,11,,2025,288,,
Calatañazor,2025,10,,2025,43,,
Casarejos,2025,8,,2025,145,,
Castilruiz,2025,10,,2025,170,,
Castillejo de Robledo,2025,7,,2025,100,,
Cidones,2025,16,,2025,313,,
Cihuela,2025,4,,2025,35,,
Covaleda,2025,104,50.0,2025,1560,32.05128205128205,
Cubo de la Solana,2025,4,,2025,177,,
Deza,2025,8,,2025,162,,
Duruelo de la Sierra,2025,70,28.0,2025,1035,27.05314009661836,
Espeja de San Marcelino,2025,14,,2025,160,,
Espejón,2025,15,,2025,122,,
Garray,2025,59,,2025,794,,
Golmayo,2025,212,75.0,2025,3085,24.311183144246353,
Gómara,2025,16,,2025,286,,
Langa de Duero,2025,35,,2025,696,,
Liceras,2025,5,,2025,49,,
Magaña,2025,7,,2025,61,,
Matalebreras,2025,9,,2025,81,,
Matamala de Almazán,2025,11,,2025,251,,
Medinaceli,2025,70,,2025,686,,
Miño de Medinaceli,2025,8,,2025,73,,
Miño de San Esteban,2025,4,,2025,43,,
Molinos de Duero,2025,11,,2025,162,,
Monteagudo de las Vicarías,2025,9,,2025,169,,
Montejo de Tiermes,2025,14,,2025,134,,
Morón de Almazán,2025,10,,2025,196,,
Muriel Viejo,2025,4,,2025,73,,
Narros,2025,4,,2025,68,,
Navaleno,2025,54,,2025,698,,
Noviercas,2025,12,,2025,156,,
Ólvega,2025,187,80.0,2025,3782,21.152829190904285,
"Póveda de Soria, La",2025,5,,2025,108,,
Quintana Redonda,2025,19,,2025,499,,
Quintanas de Gormaz,2025,6,,2025,119,,
"Rábanos, Los",2025,24,,2025,470,,
Recuerda,2025,4,,2025,61,,
Retortillo de Soria,2025,4,,2025,126,,
Rioseco de Soria,2025,9,,2025,123,,
"Royo, El",2025,22,,2025,248,,
Salduero,2025,13,,2025,148,,
San Esteban de Gormaz,2025,178,60.0,2025,2962,20.25658338960162,
San Leonardo de Yagüe,2025,113,46.0,2025,1954,23.541453428863868,
San Pedro Manrique,2025,27,,2025,626,,
Santa Cruz de Yanguas,2025,6,,2025,56,,
Santa María de Huerta,2025,10,,2025,239,,
Santa María de las Hoyas,2025,5,,2025,112,,
Serón de Nágima,2025,14,,2025,125,,
Soria,2025,2611,814.0,2025,41025,19.841560024375383,28.17184091909353
Sotillo del Rincón,2025,13,,2025,171,,
Suellacabras,2025,5,,2025,32,,
Tardelcuende,2025,14,,2025,414,,
Tejado,2025,6,,2025,100,,
Ucero,2025,8,,2025,80,,
Valdeavellano de Tera,2025,26,,2025,222,,
Valdemaluque,2025,9,,2025,139,,
Villar del Río,2025,8,,2025,155,,
"Villares de Soria, Los",2025,7,,2025,72,,
Vinuesa,2025,76,,2025,826,,
Yanguas,2025,9,,2025,104,,
Aiguamúrcia,2025,76,,2025,987,,
Albinyana,2025,117,45.0,2025,2718,16.55629139072848,
"Albiol, L'",2025,31,,2025,557,,
Alcanar,2025,621,278.0,2025,10104,27.513855898653997,28.57903798606857
Alcover,2025,346,115.0,2025,5362,21.44722118612458,16.081594976705876
Aldover,2025,37,,2025,901,,
"Aleixar, L'",2025,57,,2025,1009,,
Alfara de Carles,2025,18,,2025,355,,
Alforja,2025,114,28.0,2025,2024,13.83399209486166,
Alió,2025,24,,2025,496,,
Almoster,2025,117,31.0,2025,1384,22.398843930635838,
Altafulla,2025,448,128.0,2025,5870,21.80579216354344,17.206336306750742
"Ametlla de Mar, L'",2025,559,214.0,2025,7446,28.740263228579103,28.012132879262914
Amposta,2025,1526,589.0,2025,23080,25.51993067590988,31.788054700701828
Arbolí,2025,15,,2025,138,,
"Arboç, L'",2025,279,105.0,2025,5721,18.353434714210803,12.232896955095713
"Argentera, L'",2025,10,,2025,139,,
Arnes,2025,40,,2025,461,,
Ascó,2025,91,24.0,2025,1589,15.103838892385149,
Banyeres del Penedès,2025,164,51.0,2025,3395,15.022091310751104,
Barberà de la Conca,2025,29,,2025,476,,
Batea,2025,128,37.0,2025,1875,19.73333333333333,
Bellmunt del Priorat,2025,22,,2025,290,,
Bellvei,2025,173,66.0,2025,2460,26.829268292682926,
Benifallet,2025,49,,2025,706,,
Benissanet,2025,69,24.0,2025,1186,20.236087689713322,
"Bisbal de Falset, La",2025,9,,2025,214,,
"Bisbal del Penedès, La",2025,202,69.0,2025,4278,16.129032258064516,
Blancafort,2025,18,,2025,392,,
Bonastre,2025,45,,2025,777,,
"Borges del Camp, Les",2025,120,37.0,2025,2319,15.955153083225527,
Bot,2025,38,,2025,548,,
Botarell,2025,69,29.0,2025,1161,24.978466838931958,
Bràfim,2025,30,,2025,697,,
Cabacés,2025,18,,2025,296,,
Cabra del Camp,2025,63,25.0,2025,1388,18.011527377521613,
Calafell,2025,1946,647.0,2025,32624,19.8320255026974,26.548006442421254
Cambrils,2025,2733,930.0,2025,37042,25.10663571081475,34.56986191381769
Capçanes,2025,30,,2025,444,,
Caseres,2025,14,,2025,250,,
Castellvell del Camp,2025,207,53.0,2025,3002,17.65489673550966,
"Catllar, El",2025,355,101.0,2025,5375,18.790697674418606,12.413477887416445
"Sénia, La",2025,407,153.0,2025,5516,27.73749093546048,24.613453996505303
Colldejou,2025,6,,2025,155,,
Conesa,2025,7,,2025,111,,
Constantí,2025,436,194.0,2025,7108,27.293190770962298,25.8213834140197
Corbera d'Ebre,2025,56,19.0,2025,1023,18.57282502443793,
Cornudella de Montsant,2025,109,42.0,2025,999,42.04204204204205,
Creixell,2025,239,90.0,2025,4261,21.121802393804273,
Cunit,2025,883,304.0,2025,16385,18.553555080866644,19.912726005281982
Xerta,2025,77,27.0,2025,1180,22.88135593220339,
Duesaigües,2025,8,,2025,217,,
"Espluga de Francolí, L'",2025,221,75.0,2025,3863,19.414962464405903,
Falset,2025,218,75.0,2025,2890,25.951557093425603,
"Fatarella, La",2025,58,,2025,840,,
"Figuera, La",2025,9,,2025,115,,
Figuerola del Camp,2025,25,,2025,342,,
Flix,2025,155,59.0,2025,3340,17.664670658682635,
Freginals,2025,14,,2025,443,,
"Galera, La",2025,51,,2025,726,,
Gandesa,2025,217,85.0,2025,3150,26.984126984126984,
Garcia,2025,28,,2025,551,,
"Garidells, Els",2025,13,,2025,211,,
Ginestar,2025,43,,2025,800,,
Godall,2025,37,,2025,591,,
Gratallops,2025,51,,2025,226,,
"Guiamets, Els",2025,21,,2025,254,,
Horta de Sant Joan,2025,105,33.0,2025,1150,28.695652173913043,
"Lloar, El",2025,6,,2025,99,,
Llorac,2025,5,,2025,105,,
Llorenç del Penedès,2025,195,58.0,2025,2425,23.917525773195877,
Margalef,2025,13,,2025,106,,
Marçà,2025,58,,2025,623,,
Mas de Barberans,2025,33,,2025,535,,
Masdenverge,2025,54,14.0,2025,1138,12.302284710017574,
Masllorenç,2025,34,,2025,573,,
"Masó, La",2025,20,,2025,307,,
Maspujols,2025,38,,2025,915,,
"Masroig, El",2025,32,,2025,473,,
"Milà, El",2025,12,,2025,194,,
Miravet,2025,60,,2025,703,,
Montblanc,2025,526,187.0,2025,7542,24.794484221691857,22.97110175756209
Montbrió del Camp,2025,191,60.0,2025,3157,19.005384859043396,
Montferri,2025,29,,2025,502,,
"Montmell, El",2025,87,25.0,2025,1958,12.768130745658835,
Mont-ral,2025,18,,2025,174,,
Mont-roig del Camp,2025,985,342.0,2025,14615,23.400615805679095,25.768594355210038
Móra d'Ebre,2025,377,126.0,2025,5811,21.683014971605573,16.968282139357044
Móra la Nova,2025,181,70.0,2025,3350,20.895522388059703,
"Morell, El",2025,200,76.0,2025,3811,19.942272369456838,
"Morera de Montsant, La",2025,18,,2025,150,,
"Nou de Gaià, La",2025,46,,2025,603,,
Nulles,2025,31,,2025,551,,
"Palma d'Ebre, La",2025,13,,2025,333,,
"Pallaresos, Els",2025,281,88.0,2025,5028,17.501988862370723,10.108194071996113
Passanant i Belltall,2025,13,,2025,149,,
Paüls,2025,25,,2025,558,,
Perafort,2025,77,29.0,2025,1342,21.609538002980628,
"Perelló, El",2025,246,91.0,2025,2948,30.868385345997286,
"Piles, Les",2025,11,,2025,229,,
"Pinell de Brai, El",2025,78,,2025,948,,
Pira,2025,23,,2025,512,,
"Pla de Santa Maria, El",2025,135,38.0,2025,2408,15.780730897009967,
"Pobla de Mafumet, La",2025,145,56.0,2025,4175,13.41317365269461,
"Pobla de Massaluca, La",2025,15,,2025,344,,
"Pobla de Montornès, La",2025,195,64.0,2025,3440,18.6046511627907,
Poboleda,2025,33,,2025,345,,
"Pont d'Armentera, El",2025,27,,2025,500,,
Porrera,2025,49,,2025,405,,
Pradell de la Teixeta,2025,15,,2025,182,,
Prades,2025,63,,2025,629,,
Prat de Comte,2025,7,,2025,174,,
Pratdip,2025,52,,2025,781,,
Puigpelat,2025,37,12.0,2025,1222,9.819967266775777,
Querol,2025,35,,2025,611,,
Rasquera,2025,52,,2025,786,,
Renau,2025,6,,2025,165,,
Reus,2025,6894,2232.0,2025,111601,19.999820790136287,35.42605347052681
"Riba, La",2025,28,,2025,574,,
Riba-roja d'Ebre,2025,51,16.0,2025,1132,14.134275618374557,
"Riera de Gaià, La",2025,128,32.0,2025,1834,17.448200654307524,
Riudecanyes,2025,85,32.0,2025,1362,23.494860499265783,
Riudecols,2025,65,14.0,2025,1264,11.075949367088608,
Riudoms,2025,490,166.0,2025,6891,24.089391960528225,21.402398355691496
Rocafort de Queralt,2025,12,,2025,247,,
Roda de Berà,2025,587,208.0,2025,8260,25.181598062953995,24.120751257276257
Rodonyà,2025,32,,2025,519,,
Roquetes,2025,477,156.0,2025,8607,18.12478215406065,14.778437655451494
"Rourell, El",2025,19,,2025,385,,
Salomó,2025,45,,2025,519,,
"Ràpita, La",2025,1015,401.0,2025,16119,24.87747378869657,28.419237371403227
Sant Jaume dels Domenys,2025,201,78.0,2025,2819,27.669386307201137,
Santa Bàrbara,2025,234,91.0,2025,3871,23.508137432188065,
Santa Coloma de Queralt,2025,242,79.0,2025,2795,28.264758497316638,
Santa Oliva,2025,228,95.0,2025,3711,25.599568849366747,
Pontils,2025,10,,2025,124,,
Sarral,2025,96,37.0,2025,1644,22.50608272506083,
"Secuita, La",2025,92,26.0,2025,1845,14.092140921409214,
"Selva del Camp, La",2025,380,103.0,2025,5732,17.969295184926725,11.699243210721352
Solivella,2025,34,,2025,633,,
Tarragona,2025,8121,2535.0,2025,143649,17.647181671992147,33.880355038588874
Tivenys,2025,58,,2025,948,,
Tivissa,2025,104,42.0,2025,1658,25.331724969843187,
"Torre de Fontaubella, La",2025,6,,2025,124,,
"Torre de l'Espanyol, La",2025,29,,2025,641,,
Torredembarra,2025,1171,416.0,2025,18237,22.810769315128585,26.533522469660976
Torroja del Priorat,2025,20,,2025,129,,
Tortosa,2025,2158,737.0,2025,35997,20.4739283829208,28.12932915361379
Ulldecona,2025,422,177.0,2025,6714,26.362823949955317,24.211677231011187
Ulldemolins,2025,26,,2025,389,,
Vallclara,2025,8,,2025,91,,
Vallfogona de Riucorb,2025,7,,2025,95,,
Vallmoll,2025,106,29.0,2025,1997,14.521782674011016,
Valls,2025,1552,503.0,2025,25518,19.7115761423309,24.65348199590657
Vandellòs i l'Hospitalet de l'Infant,2025,448,167.0,2025,7143,23.379532409351814,20.708259160063154
"Vendrell, El",2025,2479,833.0,2025,41133,20.251379670823912,28.759137889622487
Vespella de Gaià,2025,27,,2025,502,,
Vilabella,2025,47,,2025,724,,
Vilallonga del Camp,2025,109,41.0,2025,2495,16.432865731462925,
Vilanova d'Escornalbou,2025,55,,2025,614,,
Vilanova de Prades,2025,10,,2025,111,,
Vilaplana,2025,27,,2025,549,,
Vila-rodona,2025,70,24.0,2025,1382,17.366136034732275,
Vila-seca,2025,1261,505.0,2025,23917,21.114688297027218,26.13685824118273
Vilaverd,2025,15,,2025,493,,
"Vilella Alta, La",2025,7,,2025,127,,
"Vilella Baixa, La",2025,11,,2025,201,,
Vilalba dels Arcs,2025,52,,2025,611,,
Vimbodí i Poblet,2025,46,,2025,887,,
Vinebre,2025,28,,2025,427,,
Vinyols i els Arcs,2025,176,57.0,2025,2450,23.26530612244898,
Deltebre,2025,811,298.0,2025,12041,24.748775018686153,26.199067246548275
Sant Jaume d'Enveja,2025,218,81.0,2025,3745,21.628838451268358,
Camarles,2025,253,96.0,2025,3465,27.705627705627705,
"Aldea, L'",2025,316,128.0,2025,4657,27.4855056903586,
Salou,2025,2012,796.0,2025,31491,25.277063287923536,33.65304991915871
"Ampolla, L'",2025,311,115.0,2025,3785,30.383091149273447,
"Canonja, La",2025,269,89.0,2025,6001,14.830861523079486,7.416790324305479
Ababuj,2025,4,,2025,73,,
Aguaviva,2025,33,,2025,562,,
Aguilar del Alfambra,2025,4,,2025,82,,
Alacón,2025,5,,2025,204,,
Alba,2025,4,,2025,186,,
Albalate del Arzobispo,2025,93,45.0,2025,1936,23.24380165289256,
Albarracín,2025,103,65.0,2025,998,65.13026052104208,
Albentosa,2025,28,,2025,290,,
Alcaine,2025,4,,2025,38,,
Alcalá de la Selva,2025,48,,2025,382,,
Alcañiz,2025,1173,425.0,2025,16505,25.749772796122386,29.732671649858545
Alcorisa,2025,208,73.0,2025,3243,22.510021584952206,
Alfambra,2025,20,,2025,485,,
Aliaga,2025,28,,2025,344,,
Allepuz,2025,5,,2025,123,,
Alloza,2025,33,,2025,556,,
Andorra,2025,361,155.0,2025,7223,21.459227467811157,18.192139411152894
Arcos de las Salinas,2025,14,,2025,105,,
Arens de Lledó,2025,19,,2025,181,,
Argente,2025,6,,2025,204,,
Ariño,2025,23,,2025,605,,
Azaila,2025,9,,2025,94,,
Báguena,2025,14,,2025,278,,
Bañón,2025,5,,2025,152,,
Barrachina,2025,6,,2025,113,,
Beceite,2025,52,,2025,572,,
Belmonte de San José,2025,9,,2025,114,,
Bello,2025,9,,2025,204,,
Berge,2025,10,,2025,218,,
Bezas,2025,5,,2025,73,,
Blancas,2025,5,,2025,132,,
Bordón,2025,9,,2025,116,,
Bronchales,2025,31,,2025,465,,
Burbáguena,2025,11,,2025,396,,
Calaceite,2025,85,,2025,961,,
Calamocha,2025,335,127.0,2025,4655,27.28249194414608,
Calanda,2025,233,81.0,2025,3745,21.628838451268358,
Camañas,2025,7,,2025,136,,
Camarena de la Sierra,2025,10,,2025,137,,
Caminreal,2025,36,,2025,606,,
Cantavieja,2025,69,,2025,729,,
"Cañada de Verich, La",2025,5,,2025,72,,
Cañizar del Olivar,2025,4,,2025,112,,
Castelnou,2025,5,,2025,94,,
Castelserás,2025,37,,2025,804,,
"Castellar, El",2025,7,,2025,54,,
Castellote,2025,47,,2025,665,,
Cedrillas,2025,55,,2025,652,,
Celadas,2025,12,,2025,331,,
Cella,2025,129,51.0,2025,2702,18.874907475943747,
"Codoñera, La",2025,31,,2025,312,,
Cortes de Aragón,2025,4,,2025,62,,
Cretas,2025,41,,2025,559,,
Crivillén,2025,7,,2025,92,,
"Cuervo, El",2025,5,,2025,88,,
Cuevas de Almudén,2025,6,,2025,119,,
Cuevas Labradas,2025,5,,2025,126,,
Ejulve,2025,15,,2025,172,,
Escorihuela,2025,5,,2025,130,,
Escucha,2025,23,,2025,788,,
Estercuel,2025,9,,2025,198,,
Formiche Alto,2025,13,,2025,156,,
Fórnoles,2025,6,,2025,71,,
Fortanete,2025,16,,2025,195,,
Foz-Calanda,2025,10,,2025,272,,
"Fresneda, La",2025,47,,2025,459,,
Fuentes Calientes,2025,5,,2025,89,,
Fuentes Claras,2025,16,,2025,428,,
Fuentes de Rubielos,2025,10,,2025,148,,
Fuentespalda,2025,22,,2025,305,,
Galve,2025,9,,2025,149,,
Gargallo,2025,5,,2025,88,,
Gea de Albarracín,2025,15,,2025,459,,
"Ginebrosa, La",2025,9,,2025,188,,
Griegos,2025,6,,2025,154,,
Guadalaviar,2025,8,,2025,238,,
Gúdar,2025,9,,2025,73,,
Híjar,2025,76,33.0,2025,1766,18.68629671574179,
Hinojosa de Jarque,2025,6,,2025,104,,
"Iglesuela del Cid, La",2025,29,,2025,357,,
Lagueruela,2025,4,,2025,73,,
Libros,2025,6,,2025,102,,
Linares de Mora,2025,20,,2025,242,,
Lledó,2025,8,,2025,150,,
Manzanera,2025,45,,2025,530,,
Martín del Río,2025,20,,2025,367,,
Mas de las Matas,2025,97,33.0,2025,1230,26.829268292682926,
"Mata de los Olmos, La",2025,12,,2025,255,,
Mazaleón,2025,27,,2025,474,,
Mezquita de Jarque,2025,5,,2025,83,,
Mirambel,2025,7,,2025,110,,
Molinos,2025,17,,2025,232,,
Monreal del Campo,2025,173,65.0,2025,2578,25.2133436772692,
Monroyo,2025,23,,2025,324,,
Montalbán,2025,69,32.0,2025,1162,27.538726333907057,
Monteagudo del Castillo,2025,4,,2025,43,,
Mora de Rubielos,2025,142,44.0,2025,1752,25.11415525114155,
Moscardón,2025,6,,2025,62,,
Mosqueruela,2025,53,,2025,563,,
Muniesa,2025,37,,2025,575,,
Nogueras,2025,4,,2025,36,,
Nogueruelas,2025,19,,2025,188,,
Odón,2025,6,,2025,191,,
Ojos Negros,2025,16,,2025,321,,
Olba,2025,21,,2025,286,,
Oliete,2025,24,,2025,351,,
Orihuela del Tremedal,2025,32,,2025,450,,
Orrios,2025,4,,2025,112,,
Pancrudo,2025,10,,2025,118,,
"Parras de Castellote, Las",2025,7,,2025,61,,
Peñarroya de Tastavins,2025,31,,2025,467,,
Peracense,2025,4,,2025,68,,
Peralejos,2025,5,,2025,89,,
Perales del Alfambra,2025,14,,2025,293,,
"Portellada, La",2025,9,,2025,249,,
"Puebla de Híjar, La",2025,62,,2025,935,,
"Puebla de Valverde, La",2025,33,,2025,485,,
Puertomingalvo,2025,8,,2025,135,,
Ráfales,2025,10,,2025,149,,
Riodeva,2025,5,,2025,113,,
Royuela,2025,10,,2025,229,,
Rubielos de Mora,2025,74,,2025,600,,
Samper de Calanda,2025,37,,2025,734,,
San Agustín,2025,8,,2025,132,,
Santa Eulalia,2025,49,23.0,2025,1004,22.90836653386454,
Sarrión,2025,65,35.0,2025,1261,27.75574940523394,
Terriente,2025,10,,2025,198,,
Teruel,2025,2491,818.0,2025,36655,22.3161915154822,30.773294165671835
Tornos,2025,8,,2025,175,,
Torralba de los Sisones,2025,10,,2025,145,,
Torrecilla de Alcañiz,2025,24,,2025,436,,
Torre de Arcas,2025,4,,2025,76,,
Torre del Compte,2025,10,,2025,120,,
Torrelacárcel,2025,7,,2025,131,,
Torremocha de Jiloca,2025,8,,2025,115,,
Torres de Albarracín,2025,15,,2025,187,,
Torrevelilla,2025,6,,2025,161,,
Torrijo del Campo,2025,19,,2025,501,,
Tramacastilla,2025,14,,2025,133,,
Tronchón,2025,6,,2025,56,,
Urrea de Gaén,2025,21,,2025,455,,
Utrillas,2025,91,36.0,2025,3069,11.730205278592376,
Valbona,2025,13,,2025,187,,
Valdealgorfa,2025,40,,2025,581,,
Valdecuenca,2025,4,,2025,33,,
Valdelinares,2025,7,,2025,82,,
Valdeltormo,2025,29,,2025,304,,
Valderrobres,2025,253,106.0,2025,2555,41.48727984344423,
Valjunquera,2025,17,,2025,336,,
Villafranca del Campo,2025,4,,2025,290,,
Villanueva del Rebollar de la Sierra,2025,5,,2025,49,,
Villar del Cobo,2025,7,,2025,158,,
Villarluengo,2025,17,,2025,159,,
Villarquemado,2025,39,,2025,901,,
Villarroya de los Pinares,2025,17,,2025,160,,
Villastar,2025,22,,2025,566,,
Villel,2025,14,,2025,336,,
Vinaceite,2025,17,,2025,176,,
Visiedo,2025,4,,2025,132,,
Ajofrín,2025,126,54.0,2025,2379,22.69861286254729,
Alameda de la Sagra,2025,206,86.0,2025,4350,19.770114942528735,
Albarreal de Tajo,2025,50,,2025,804,,
Alcabón,2025,34,,2025,792,,
Alcañizo,2025,10,,2025,259,,
Alcaudete de la Jara,2025,66,27.0,2025,1720,15.697674418604652,
Alcolea de Tajo,2025,45,,2025,839,,
Aldea en Cabo,2025,7,,2025,184,,
Aldeanueva de Barbarroya,2025,24,,2025,456,,
Aldeanueva de San Bartolomé,2025,17,,2025,404,,
Almendral de la Cañada,2025,12,,2025,341,,
Almonacid de Toledo,2025,32,,2025,991,,
Almorox,2025,155,60.0,2025,2569,23.355391202802647,
Añover de Tajo,2025,239,94.0,2025,5454,17.235056839017236,10.2949135153942
Arcicóllar,2025,47,20.0,2025,1089,18.365472910927455,
Argés,2025,364,108.0,2025,7178,15.045973808860406,8.999995919231752
Azután,2025,10,,2025,286,,
Barcience,2025,47,19.0,2025,1110,17.117117117117115,
Bargas,2025,528,153.0,2025,11274,13.571048430015965,9.918246355756903
Belvís de la Jara,2025,68,26.0,2025,1475,17.627118644067796,
Borox,2025,303,149.0,2025,4306,34.60287970274036,
Buenaventura,2025,22,,2025,386,,
Burguillos de Toledo,2025,199,82.0,2025,3872,21.17768595041322,
Burujón,2025,70,24.0,2025,1344,17.857142857142858,
Cabañas de la Sagra,2025,87,41.0,2025,2177,18.833256775378963,
Cabañas de Yepes,2025,19,,2025,316,,
Cabezamesada,2025,16,,2025,343,,
Calera y Chozas,2025,271,98.0,2025,4834,20.27306578402979,
Caleruela,2025,10,,2025,203,,
Calzada de Oropesa,2025,29,,2025,514,,
Camarena,2025,230,87.0,2025,4848,17.945544554455445,
Camarenilla,2025,17,,2025,606,,
"Campillo de la Jara, El",2025,21,,2025,326,,
Camuñas,2025,101,45.0,2025,1742,25.832376578645235,
Cardiel de los Montes,2025,18,,2025,406,,
Carmena,2025,37,,2025,771,,
"Carpio de Tajo, El",2025,95,31.0,2025,1948,15.91375770020534,
Carranque,2025,351,118.0,2025,5469,21.576156518559152,16.3963556558412
Carriches,2025,21,,2025,260,,
"Casar de Escalona, El",2025,105,43.0,2025,2280,18.859649122807017,
Casarrubios del Monte,2025,571,221.0,2025,7424,29.768318965517242,29.304799354891884
Casasbuenas,2025,7,,2025,210,,
Castillo de Bayuela,2025,40,,2025,889,,
Cazalegas,2025,169,88.0,2025,2195,40.09111617312073,
Cebolla,2025,197,71.0,2025,3270,21.712538226299696,
Cedillo del Condado,2025,272,90.0,2025,4525,19.889502762430936,
"Cerralbos, Los",2025,27,,2025,452,,
Cervera de los Montes,2025,18,,2025,513,,
Ciruelos,2025,38,,2025,723,,
Cobeja,2025,117,49.0,2025,2719,18.02133137182788,
Cobisa,2025,267,91.0,2025,4550,20.0,
Consuegra,2025,675,268.0,2025,9767,27.43933654141497,28.244237968686974
Corral de Almaguer,2025,216,114.0,2025,5280,21.59090909090909,16.16925752637959
Cuerva,2025,76,34.0,2025,1226,27.73246329526917,
Chozas de Canales,2025,166,63.0,2025,5044,12.490087232355274,2.560135050543237
Chueca,2025,12,,2025,252,,
Domingo Pérez,2025,25,,2025,418,,
Dosbarrios,2025,124,57.0,2025,2228,25.583482944344706,
Erustes,2025,14,,2025,220,,
Escalona,2025,214,98.0,2025,3987,24.579884625031355,
Escalonilla,2025,67,34.0,2025,1545,22.006472491909385,
Espinoso del Rey,2025,14,,2025,420,,
Esquivias,2025,344,115.0,2025,5833,19.715412309274814,14.285146007275632
"Estrella, La",2025,13,,2025,251,,
Fuensalida,2025,705,254.0,2025,12669,20.048938353461203,20.20086994468148
Gálvez,2025,201,85.0,2025,3044,27.923784494086725,
Garciotum,2025,9,,2025,220,,
Gerindote,2025,142,54.0,2025,2828,19.094766619519095,
Guadamur,2025,124,51.0,2025,1796,28.396436525612472,
"Guardia, La",2025,126,59.0,2025,2200,26.818181818181817,
"Herencias, Las",2025,40,,2025,821,,
Herreruela de Oropesa,2025,27,,2025,323,,
Hinojosa de San Vicente,2025,34,,2025,363,,
Hontanar,2025,5,,2025,139,,
Hormigos,2025,39,,2025,1035,,
Huecas,2025,87,,2025,890,,
Huerta de Valdecarábanos,2025,92,38.0,2025,1836,20.697167755991288,
"Iglesuela del Tiétar, La",2025,30,,2025,448,,
Illescas,2025,2187,816.0,2025,33301,24.503768655595927,33.0253163127795
Lagartera,2025,95,45.0,2025,1294,34.7758887171561,
Layos,2025,86,,2025,931,,
Lillo,2025,108,48.0,2025,2519,19.055180627233028,
Lominchar,2025,142,48.0,2025,2989,16.05888256942121,
Lucillos,2025,25,,2025,666,,
Madridejos,2025,608,210.0,2025,10088,20.816812053925457,19.660311907944468
Magán,2025,207,75.0,2025,4384,17.107664233576642,
Malpica de Tajo,2025,87,42.0,2025,1655,25.377643504531722,
Manzaneque,2025,28,,2025,407,,
Maqueda,2025,18,,2025,548,,
Marjaliza,2025,17,,2025,258,,
Marrupe,2025,8,,2025,166,,
Mascaraque,2025,30,,2025,441,,
"Mata, La",2025,54,,2025,910,,
Mazarambroz,2025,76,23.0,2025,1251,18.38529176658673,
Mejorada,2025,62,,2025,1387,,
Menasalbas,2025,201,89.0,2025,2465,36.105476673427994,
Méntrida,2025,364,101.0,2025,6495,15.5504234026174,9.052259767991377
Miguel Esteban,2025,295,98.0,2025,4751,20.627236371290255,
Mocejón,2025,346,111.0,2025,5188,21.395528141865846,15.779134374611218
Mohedas de la Jara,2025,23,,2025,384,,
Montearagón,2025,23,,2025,598,,
Montesclaros,2025,10,,2025,377,,
Mora,2025,577,241.0,2025,10064,23.946740858505564,23.874876772598896
Nambroca,2025,323,92.0,2025,5263,17.480524415732475,10.398377338440827
"Nava de Ricomalillo, La",2025,39,,2025,514,,
Navahermosa,2025,255,110.0,2025,3587,30.66629495400056,
Navalcán,2025,73,38.0,2025,1859,20.441097364174286,
"Navalmorales, Los",2025,123,50.0,2025,2074,24.108003857280618,
"Navalucillos, Los",2025,115,49.0,2025,1889,25.93965060878772,
Navamorcuende,2025,30,,2025,581,,
Noblejas,2025,190,89.0,2025,3998,22.26113056528264,
Noez,2025,51,,2025,1058,,
Nombela,2025,55,,2025,904,,
Novés,2025,176,75.0,2025,3564,21.043771043771045,
